epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9708705544471741,0.0010000000474974513,0.07427678257226944,0.9814323782920837,0.04927767813205719
1,0.9816285967826843,0.0010000000474974513,0.05175160616636276,0.9854111671447754,0.050568465143442154
2,0.987752377986908,0.0010000000474974513,0.03598109260201454,0.988063633441925,0.03015775978565216
3,0.9885799288749695,0.0010000000474974513,0.03288927301764488,0.9933686852455139,0.018665317445993423
4,0.9892419576644897,0.0010000000474974513,0.029151886701583862,0.9907161593437195,0.021788058802485466
5,0.9913935661315918,0.0010000000474974513,0.025117972865700722,0.9920424222946167,0.023104676976799965
6,0.9912280440330505,0.0010000000474974513,0.024242417886853218,0.9933686852455139,0.021769270300865173
7,0.9925521612167358,0.0005000000237487257,0.01988997496664524,0.9907161593437195,0.021590160205960274
8,0.9947037696838379,0.0005000000237487257,0.0166146382689476,0.9920424222946167,0.015970362350344658
